name	zone	localx	localy	localz	posx	posy	posz
ulmin_15	Ulminin	-2.04	-2.1	0	-2.04	-2.1	0
ulmin_16	Ulminin	-2.85	-3.48	0	-2.85	-3.48	0
ulmin_17	Ulminin	-1.316	3.536	0	-1.316	3.536	0
ulmin_18	Ulminin	-0.624	2.008	0	-0.624	2.008	0
ulmin_19	Ulminin	0.108	0.811	0	0.108	0.811	0
ulmin_20	Ulminin	-0.617	-0.789	0	-0.617	-0.789	0
ulmin_21	Ulminin	0.028	-1.77	0	0.028	-1.77	0
ulmin_22	Ulminin	0.447	-3.757	0	0.447	-3.757	0
ulmin_23	Ulminin	0.91	2.09	0	0.91	2.09	0
ulmin_24	Ulminin	1.69	0.343	0	1.69	0.343	0
ulmin_25	Ulminin	1.813	-2.066	0	1.813	-2.066	0
ulmin_26	Ulminin	3.112	-3.604	0	3.112	-3.604	0
ulmin_27	Ulminin	3.68	3.147	0	3.68	3.147	0
ulmin_28	Ulminin	2.831	1.686	0	2.831	1.686	0
ulmin_29	Ulminin	3.185	-0.887	0	3.185	-0.887	0
ulmin_30	Ulminin	4.471	-1.951	0	4.471	-1.951	0
ulmin_31	Ulminin	5.287	-2.875	0	5.287	-2.875	0
ulmin_32	Ulminin	5.088	3.29	0	5.088	3.29	0
ulmin_33	Ulminin	4.711	2.016	0	4.711	2.016	0
ulmin_34	Ulminin	5.648	-0.688	0	5.648	-0.688	0
ulmin_35	Ulminin	6.525	3.26	0	6.525	3.26	0
ulmin_36	Ulminin	7.996	2.669	0	7.996	2.669	0
ulmin_37	Ulminin	7.236	0.491	0	7.236	0.491	0
ulmin_38	Ulminin	4.458	0.432	0	4.458	0.432	0
ulmin_39	Ulminin	4.834	0.509	0	4.834	0.509	0
ulmin_40	Ulminin	6.49	2.23	0	6.49	2.23	0
ulmin_41	Ulminin	0.364	3.466	0	0.364	3.466	0
ulmin_42	Ulminin	0.772	0.417	0	0.772	0.417	0
ulmin_43	Ulminin	1.756	2.978	0	1.756	2.978	0
ulmin_44	Ulminin	1.668	1.606	0	1.668	1.606	0
ulmin_45	Ulminin	1.775	-0.121	0	1.775	-0.121	0
ulmin_46	Ulminin	3.172	2.281	0	3.172	2.281	0
ulmin_47	Ulminin	2.555	1.182	0	2.555	1.182	0
ulmin_48	Ulminin	3.499	-0.893	0	3.499	-0.893	0
ulmin_49	Ulminin	5.921	-1.443	0	5.921	-1.443	0
ulmin_50	Ulminin	4.209	3.563	0	4.209	3.563	0
ulmin_51	Ulminin	3.615	1.159	0	3.615	1.159	0
ulmin_52	Ulminin	4.105	-0.255	0	4.105	-0.255	0
ulmin_53	Ulminin	6.633	-0.549	0	6.633	-0.549	0
ulmin_54	Ulminin	4.559	2.309	0	4.559	2.309	0
ulmin_55	Ulminin	7.325	0.869	0	7.325	0.869	0
ulmin_56	Ulminin	5.792	1.66	0	5.792	1.66	0
ulmin_57	Ulminin	5.378	3.171	0	5.378	3.171	0
ulmin_58	Ulminin	8.07	1.939	0	8.07	1.939	0
ulmin_59	Ulminin	3.037	0.629	0	3.037	0.629	0
ulmin_60	Ulminin	4.612	4.095	0	4.612	4.095	0
ulmin_61	Ulminin	1.14	-0.55	0	1.14	-0.55	0
pyr_0	Pyramid	-2.536	-2.625	0	-2.536	-2.625	0
pyr_1	Pyramid	-1.05	-1.426	0	-1.05	-1.426	0
pyr_2	Pyramid	-0.02	-0.735	0	-0.02	-0.735	0
pyr_3	Pyramid	-0.352	1.852	0	-0.352	1.852	0
pyr_4	Pyramid	1.641	2.883	0	1.641	2.883	0
pyr_5	Pyramid	2.986	-0.53	0	2.986	-0.53	0
pyr_6	Pyramid	4.891	1.028	0	4.891	1.028	0
pyr_7	Pyramid	2.386	1.508	0	2.386	1.508	0
pyr_8	Pyramid	1.121	0.988	0	1.121	0.988	0
pyr_9	Pyramid	-2.597	-0.195	0	-2.597	-0.195	0
pyr_10	Pyramid	0.37	-2.55	0	0.37	-2.55	0
pyr_11	Pyramid	-4.087	-1.071	0	-4.087	-1.071	0
pyr_12	Pyramid	3.394	2.097	0	3.394	2.097	0
upri_0	Uprising	-4.937	-3.827	0	-4.937	-3.827	0
upri_1	Uprising	-2.413	-4.131	0	-2.413	-4.131	0
upri_2	Uprising	1.4	-2.94	0	1.4	-2.94	0
upri_3	Uprising	-1.29	-0.99	0	-1.29	-0.99	0
upri_4	Uprising	1.13	1.04	0	1.13	1.04	0
upri_5	Uprising	4.574	-2.56	0	4.574	-2.56	0
upri_6	Uprising	4.903	0.057	0	4.903	0.057	0
upri_7	Uprising	4.977	2.027	0	4.977	2.027	0
upri_8	Uprising	3.015	2.953	0	3.015	2.953	0
upri_9	Uprising	0.484	2.726	0	0.484	2.726	0
upri_10	Uprising	4.885	-0.415	0	4.885	-0.415	0
upri_11	Uprising	2.064	-1.088	0	2.064	-1.088	0
upri_12	Uprising	-0.65	-0.23	0	-0.65	-0.23	0
upri_13	Uprising	0.73	1.119	0	0.73	1.119	0
upri_14	Uprising	3.428	2.062	0	3.428	2.062	0
upri_15	Uprising	5.942	3.48	0	5.942	3.48	0
sahti_0	Sahti	-7.773	-0.826	0	-7.773	-0.826	0
sahti_1	Sahti	-6.623	0.005	0	-6.623	0.005	0
sahti_2	Sahti	-6.82	2.178	0	-6.82	2.178	0
sahti_3	Sahti	-5.695	-0.535	0	-5.695	-0.535	0
sahti_4	Sahti	-6.18	-2.25	0	-6.18	-2.25	0
sahti_5	Sahti	-5.22	1.89	0	-5.22	1.89	0
sahti_6	Sahti	-4.74	0.21	0	-4.74	0.21	0
sahti_7	Sahti	-4.7	-1.6	0	-4.7	-1.6	0
sahti_69	Sahti	-4.7	-1.6	0	-4.7	-1.6	0
sahti_8	Sahti	-4.99	-3.11	0	-4.99	-3.11	0
sahti_9	Sahti	-3.966	3.237	0	-3.966	3.237	0
sahti_10	Sahti	-3.307	1.388	0	-3.307	1.388	0
sahti_11	Sahti	-2.995	-0.534	0	-2.995	-0.534	0
sahti_12	Sahti	-3.022	-1.935	0	-3.022	-1.935	0
sahti_13	Sahti	-3.106	-3.604	0	-3.106	-3.604	0
sahti_14	Sahti	-2.427	3.613	0	-2.427	3.613	0
sahti_15	Sahti	-1.984	1.805	0	-1.984	1.805	0
sahti_16	Sahti	-1.77	0.339	0	-1.77	0.339	0
sahti_17	Sahti	-1.561	-1.554	0	-1.561	-1.554	0
sahti_18	Sahti	-1.5	-3.784	0	-1.5	-3.784	0
sahti_19	Sahti	-0.286	3.568	0	-0.286	3.568	0
sahti_20	Sahti	-1.167	2.575	0	-1.167	2.575	0
sahti_21	Sahti	0.15	2.158	0	0.15	2.158	0
sahti_22	Sahti	0.232	0.521	0	0.232	0.521	0
sahti_23	Sahti	0.108	-0.946	0	0.108	-0.946	0
sahti_24	Sahti	0.706	-2.152	0	0.706	-2.152	0
sahti_25	Sahti	0.565	-3.648	0	0.565	-3.648	0
sahti_26	Sahti	2.288	3.817	0	2.288	3.817	0
sahti_27	Sahti	1.36	2.87	0	1.36	2.87	0
sahti_28	Sahti	2.05	1.34	0	2.05	1.34	0
sahti_29	Sahti	2.15	-0.71	0	2.15	-0.71	0
sahti_30	Sahti	3.036	-1.6	0	3.036	-1.6	0
sahti_31	Sahti	2.498	-2.798	0	2.498	-2.798	0
sahti_32	Sahti	4.373	3.473	0	4.373	3.473	0
sahti_33	Sahti	3.697	1.286	0	3.697	1.286	0
sahti_34	Sahti	3.684	-0.03	0	3.684	-0.03	0
sahti_35	Sahti	4.505	-1.387	0	4.505	-1.387	0
sahti_36	Sahti	4.735	-3.236	0	4.735	-3.236	0
sahti_37	Sahti	5.37	1.04	0	5.37	1.04	0
sahti_38	Sahti	5.63	-0.36	0	5.63	-0.36	0
sahti_39	Sahti	5.863	-2.134	0	5.863	-2.134	0
sahti_40	Sahti	7.157	-1.242	0	7.157	-1.242	0
sahti_41	Sahti	7.305	0.372	0	7.305	0.372	0
sahti_42	Sahti	7.76	-2.482	0	7.76	-2.482	0
sahti_43	Sahti	0.32	1.485	0	0.32	1.485	0
sahti_44	Sahti	0.2	0.51	0	0.2	0.51	0
sahti_45	Sahti	0.521	-0.766	0	0.521	-0.766	0
sahti_46	Sahti	0.26	-1.78	0	0.26	-1.78	0
sahti_47	Sahti	1.432	1.724	0	1.432	1.724	0
sahti_48	Sahti	1.83	0.03	0	1.83	0.03	0
sahti_49	Sahti	2.481	-1.213	0	2.481	-1.213	0
sahti_50	Sahti	1.756	-2.003	0	1.756	-2.003	0
sahti_51	Sahti	2.98	-2.87	0	2.98	-2.87	0
sahti_52	Sahti	2.91	1.75	0	2.91	1.75	0
sahti_53	Sahti	3.598	0.973	0	3.598	0.973	0
sahti_54	Sahti	3.412	-0.711	0	3.412	-0.711	0
sahti_55	Sahti	4.092	-2.269	0	4.092	-2.269	0
sahti_56	Sahti	4.82	1.51	0	4.82	1.51	0
sahti_57	Sahti	4.762	-0.724	0	4.762	-0.724	0
sahti_58	Sahti	5.24	-2.337	0	5.24	-2.337	0
sahti_59	Sahti	6.952	1.768	0	6.952	1.768	0
sahti_60	Sahti	5.99	0.57	0	5.99	0.57	0
sahti_61	Sahti	5.875	-1.487	0	5.875	-1.487	0
sahti_62	Sahti	6.4	-0.64	0	6.4	-0.64	0
sahti_63	Sahti	7.3	-0.73	0	7.3	-0.73	0
sahti_64	Sahti	4.969	-3.704	0	4.969	-3.704	0
sahti_65	Sahti	4.458	-3.075	0	4.458	-3.075	0
sahti_66	Sahti	7.177	-2.465	0	7.177	-2.465	0
sahti_67	Sahti	3.195	2.923	0	3.195	2.923	0
sahti_68	Sahti	3.263	-3.402	0	3.263	-3.402	0
dread_0	Dreadnought	-3.446	2.019	0	-3.446	2.019	0
dread_1	Dreadnought	-2.1	0.92	0	-2.1	0.92	0
dread_2	Dreadnought	0.169	-0.584	0	0.169	-0.584	0
dread_3	Dreadnought	1.276	0.099	0	1.276	0.099	0
dread_4	Dreadnought	3.175	-1.58	0	3.175	-1.58	0
dread_5	Dreadnought	3.853	-0.732	0	3.853	-0.732	0
dread_6	Dreadnought	-0.72	3	0	-0.72	3	0
dread_7	Dreadnought	-1.633	2.518	0	-1.633	2.518	0
dread_8	Dreadnought	-0.834	1.164	0	-0.834	1.164	0
dread_9	Dreadnought	0.369	2.106	0	0.369	2.106	0
dread_10	Dreadnought	0.048	0.26	0	0.048	0.26	0
dread_11	Dreadnought	2.538	0.132	0	2.538	0.132	0
dread_12	Dreadnought	4.405	-2.637	0	4.405	-2.637	0
sunken_0	Sunken	-5.521	3.146	0	-5.521	3.146	0
sunken_1	Sunken	-4.1	1.78	0	-4.1	1.78	0
sunken_2	Sunken	-2.063	2.524	0	-2.063	2.524	0
sunken_3	Sunken	-2.528	1.421	0	-2.528	1.421	0
sunken_4	Sunken	-3.944	0.58	0	-3.944	0.58	0
sunken_5	Sunken	-5.09	-2.81	0	-5.09	-2.81	0
sunken_6	Sunken	-0.85	0.78	0	-0.85	0.78	0
sunken_7	Sunken	-0.6	-1.54	0	-0.6	-1.54	0
sunken_8	Sunken	-1.73	-3.13	0	-1.73	-3.13	0
sunken_9	Sunken	4.059	2.705	0	4.059	2.705	0
sunken_10	Sunken	2.87	-0.45	0	2.87	-0.45	0
sunken_11	Sunken	2.317	-3.156	0	2.317	-3.156	0
sunken_12	Sunken	6.03	1.64	0	6.03	1.64	0
sunken_13	Sunken	6.17	-1.63	0	6.17	-1.63	0
sunken_14	Sunken	-5.52	2.33	0	-5.52	2.33	0
sunken_15	Sunken	-6.692	0.267	0	-6.692	0.267	0
sunken_16	Sunken	-3.155	3.911	0	-3.155	3.911	0
sunken_17	Sunken	-3.532	1.416	0	-3.532	1.416	0
sunken_18	Sunken	-3.91	-0.84	0	-3.91	-0.84	0
sunken_19	Sunken	-4.919	-3.207	0	-4.919	-3.207	0
sunken_20	Sunken	-0.34	2.57	0	-0.34	2.57	0
sunken_21	Sunken	-0.34	-0.04	0	-0.34	-0.04	0
sunken_22	Sunken	3.26	3.204	0	3.26	3.204	0
sunken_23	Sunken	1.511	1.277	0	1.511	1.277	0
sunken_24	Sunken	0.907	-1.698	0	0.907	-1.698	0
sunken_25	Sunken	4.941	0.829	0	4.941	0.829	0
sunken_26	Sunken	3.003	-1.515	0	3.003	-1.515	0
sunken_27	Sunken	6.631	-1.109	0	6.631	-1.109	0
sunken_28	Sunken	7.448	-1.734	0	7.448	-1.734	0
woods_0	WitchWoods	-6.926	1.444	0	-6.926	1.444	0
woods_1	WitchWoods	-6.39	3.38	0	-6.39	3.38	0
woods_2	WitchWoods	-4.372	2.881	0	-4.372	2.881	0
woods_3	WitchWoods	-5.433	0.831	0	-5.433	0.831	0
woods_4	WitchWoods	-3.379	1.953	0	-3.379	1.953	0
woods_5	WitchWoods	-5.136	-0.132	0	-5.136	-0.132	0
woods_6	WitchWoods	-6.18	-1.145	0	-6.18	-1.145	0
woods_7	WitchWoods	-1.665	3.098	0	-1.665	3.098	0
woods_8	WitchWoods	-2.174	-1.441	0	-2.174	-1.441	0
woods_9	WitchWoods	1.154	2.403	0	1.154	2.403	0
woods_10	WitchWoods	0.328	-0.802	0	0.328	-0.802	0
woods_11	WitchWoods	2.348	1.956	0	2.348	1.956	0
woods_12	WitchWoods	-3.016	0.157	0	-3.016	0.157	0
woods_13	WitchWoods	1.779	-0.703	0	1.779	-0.703	0
woods_14	WitchWoods	4.62	2.849	0	4.62	2.849	0
woods_15	WitchWoods	2.308	0.202	0	2.308	0.202	0
woods_16	WitchWoods	-1.602	1.296	0	-1.602	1.296	0
woods_17	WitchWoods	3.691	0.595	0	3.691	0.595	0
woods_18	WitchWoods	0.278	0.653	0	0.278	0.653	0
woods_19	WitchWoods	-1.803	-3.641	0	-1.803	-3.641	0
woods_20	WitchWoods	-0.443	-3.552	0	-0.443	-3.552	0
woods_21	WitchWoods	1.516	-3.022	0	1.516	-3.022	0
woods_22	WitchWoods	3.021	-1.802	0	3.021	-1.802	0
court_0	CastleCourtyard	-3.433	-2.963	0	-3.433	-2.963	0
court_1	CastleCourtyard	-3.168	-1.457	0	-3.168	-1.457	0
court_2	CastleCourtyard	-2.133	-1.373	0	-2.133	-1.373	0
court_3	CastleCourtyard	-1.09	-1.198	0	-1.09	-1.198	0
court_4	CastleCourtyard	-0.341	-2.907	0	-0.341	-2.907	0
court_5	CastleCourtyard	0.019	-1.302	0	0.019	-1.302	0
court_6	CastleCourtyard	1.408	-2.377	0	1.408	-2.377	0
court_7	CastleCourtyard	-0.8	-0.458	0	-0.8	-0.458	0
court_8	CastleCourtyard	1.918	-1.556	0	1.918	-1.556	0
court_9	CastleCourtyard	1.354	-0.144	0	1.354	-0.144	0
court_10	CastleCourtyard	1.83	0.915	0	1.83	0.915	0
castle_0	CastleSpire	-2.513	-2.936	0	-2.513	-2.936	0
castle_1	CastleSpire	-3.882	-2.122	0	-3.882	-2.122	0
castle_2	CastleSpire	-0.233	-2.066	0	-0.233	-2.066	0
castle_3	CastleSpire	-1.56	-1.21	0	-1.56	-1.21	0
castle_4	CastleSpire	-2.61	-0.45	0	-2.61	-0.45	0
castle_5	CastleSpire	1.046	-0.584	0	1.046	-0.584	0
castle_6	CastleSpire	-0.091	0.232	0	-0.091	0.232	0
castle_7	CastleSpire	-0.352	1.039	0	-0.352	1.039	0
castle_8	CastleSpire	1.769	1.042	0	1.769	1.042	0
castle_9	CastleSpire	0.789	1.62	0	0.789	1.62	0
castle_10	CastleSpire	-0.898	2.829	0	-0.898	2.829	0
dream_0	Dreams	-4.47	-0.86	0	-4.77	-1.96	0
dream_1	Dreams	-3.864	0.309	0	-4.164	-0.791	0
dream_8	Dreams	-2.176	0.567	0	-2.476	-0.5330001	0
dream_2	Dreams	-2.703	3.06	0	-3.003	1.96	0
dream_10	Dreams	-2.854	-1.423	0	-3.154	-2.523	0
dream_3	Dreams	-0.96	4.032	0	-1.26	2.932	0
dream_6	Dreams	-1.736	2.596	0	-2.036	1.496	0
dream_9	Dreams	-1.24	-0.235	0	-1.54	-1.335	0
dream_11	Dreams	-0.69	-1.764	0	-0.99	-2.864	0
dream_4	Dreams	0.133	3.021	0	-0.167	1.921	0
dream_7	Dreams	0.026	1.371	0	-0.274	0.271	0
dream_5	Dreams	1.223	2.311	0	0.923	1.211	0
dream_13	Dreams	2.283	1.43	0	1.983	0.3299999	0
dream_14	Dreams	2.896	1.771	0	2.596	0.671	0
dream_12	Dreams	0.3	1.1	0	0	0	0
sen_0	Senenthia	-7.25	-0.38	0	-7.55	-1.48	0
sen_41	Senenthia	-6.51	0.52	0	-6.81	-0.58	0
sen_1	Senenthia	-5.24	3.47	0	-5.54	2.37	0
sen_2	Senenthia	-4.61	0.76	0	-4.91	-0.34	0
sen_3	Senenthia	-5.42	-1.36	0	-5.72	-2.46	0
sen_4	Senenthia	-3.41	4.51	0	-3.71	3.41	0
sen_5	Senenthia	-3.71	2.53	0	-4.01	1.43	0
sen_6	Senenthia	-3.55	-0.09	0	-3.85	-1.19	0
sen_7	Senenthia	-3.73	-1.92	0	-4.03	-3.02	0
sen_8	Senenthia	-2.495	3.766	0	-2.795	2.666	0
sen_9	Senenthia	-2.33	1.67	0	-2.63	0.5699999	0
sen_10	Senenthia	-2.19	-0.68	0	-2.49	-1.78	0
sen_11	Senenthia	-1.47	4.5	0	-1.77	3.4	0
sen_12	Senenthia	-0.669	2.727	0	-0.969	1.627	0
sen_13	Senenthia	-0.93	0.6	0	-1.23	-0.5	0
sen_14	Senenthia	-1.19	-1.69	0	-1.49	-2.79	0
sen_15	Senenthia	1.06	4.44	0	0.7599999	3.34	0
sen_16	Senenthia	0.24	1.88	0	-0.06000002	0.78	0
sen_17	Senenthia	1.46	-0.29	0	1.16	-1.39	0
sen_18	Senenthia	0.06	-2.55	0	-0.24	-3.65	0
sen_19	Senenthia	1.91	3.96	0	1.61	2.86	0
sen_20	Senenthia	2.14	1.73	0	1.84	0.63	0
sen_21	Senenthia	2.19	-2.46	0	1.89	-3.56	0
sen_22	Senenthia	3.57	3.79	0	3.27	2.69	0
sen_23	Senenthia	3.06	-0.3	0	2.76	-1.4	0
sen_24	Senenthia	4.13	4.8	0	3.83	3.7	0
sen_25	Senenthia	4.3	1.91	0	4	0.8099999	0
sen_26	Senenthia	4.79	-1.26	0	4.49	-2.36	0
sen_27	Senenthia	6.46	4.43	0	6.16	3.33	0
sen_28	Senenthia	5.2	3.3	0	4.9	2.2	0
sen_29	Senenthia	6.18	1.25	0	5.88	0.15	0
sen_30	Senenthia	5.67	-0.53	0	5.37	-1.63	0
sen_31	Senenthia	6.07	-2.62	0	5.77	-3.72	0
sen_32	Senenthia	7.43	-0.3	0	7.13	-1.4	0
sen_33	Senenthia	7.8	1.73	0	7.5	0.63	0
sen_34	Senenthia	8.71	2.04	0	8.41	0.9399999	0
sen_35	Senenthia	0.099	-0.519	0	-0.201	-1.619	0
sen_36	Senenthia	1.7	2.9	0	1.4	1.8	0
sen_37	Senenthia	3.29	2.72	0	2.99	1.62	0
sen_38	Senenthia	6.777	2.687	0	6.477	1.587	0
sen_39	Senenthia	-1.747	3.1	0	-2.047	2	0
sen_40	Senenthia	0.021	4.091	0	-0.279	2.991	0
sen_42	Senenthia	1.462	0.99	0	1.162	-0.11	0
sen_43	Senenthia	6.982	-1.479	0	6.682	-2.579	0
sen_44	Senenthia	-5.489	1.758	0	-5.789	0.658	0
sen_45	Senenthia	7.389	5.005	0	7.089	3.905	0
sen_46	Senenthia	7.33	3.918	0	7.03	2.818	0
sen_47	Senenthia	0.659	3.286	0	0.359	2.186	0
sen_48	Senenthia	0.7	-1.51	0	0.4	-2.61	0
tutorial_0	Senenthia	-7.87	-2.34	0	-8.17	-3.44	0
tutorial_1	Senenthia	-7.1	-1.37	0	-7.4	-2.47	0
tutorial_2	Senenthia	-7.24	-0.38	0	-7.54	-1.48	0
sen_50	Senenthia	0.3	1.1	0	0	0	0
